,job,sentiment_category,overall_sentiment
2312,Prep Cook/Dishwasher,Neutral,0.055
2376,Product Analyst,Neutral,0.055
993,Director of Business Development,Neutral,0.055
1950,Marketing Executive,Neutral,0.055
2333,Principal Software Engineer,Neutral,0.05499999999999999
1323,GSA,Neutral,0.05499999999999999
316,Baker,Neutral,0.05499999999999999
1463,Hostess,Neutral,0.05499999999999999
1759,Lead Cook,Neutral,0.05499999999999999
1256,Fraud Analyst,Neutral,0.05499999999999999
603,Client Advisor,Neutral,0.053333333333333344
1753,Lead Associate,Neutral,0.05333333333333334
878,Customer Services Representative,Neutral,0.05333333333333332
2282,Planning,Neutral,0.052500000000000005
1604,Infrastructure Engineer,Neutral,0.0525
213,Assistant Supervisor,Neutral,0.0525
2940,Senior Design Engineer,Neutral,0.0525
1435,Head of Marketing,Neutral,0.05249999999999999
44,Accounting Assistant,Neutral,0.051666666666666666
2778,Sales Floor Associate,Neutral,0.051250000000000004
1145,FOH,Neutral,0.050000000000000044
3693,Usher,Neutral,0.050000000000000044
3228,Shipping,Neutral,0.050000000000000044
751,Corporate Office,Neutral,0.05000000000000002
1568,IT Technician,Neutral,0.05000000000000002
2380,Product Designer,Neutral,0.05000000000000001
851,Customer Service Assistant,Neutral,0.05000000000000001
281,Audit Senior,Neutral,0.05
1623,Instrument Technician,Neutral,0.05
21,Academic Tutor,Neutral,0.05
1985,Media Planner,Neutral,0.05
3249,Software,Neutral,0.05
1328,Game Developer,Neutral,0.05
2489,Project Specialist,Neutral,0.05
1854,Loss Prevention Associate,Neutral,0.05
601,Clerk,Neutral,0.05
2412,Production Coordinator,Neutral,0.05
99,Administrative Support,Neutral,0.05
258,Associate Systems Engineer,Neutral,0.05
1541,IT Senior Analyst,Neutral,0.05
2131,Operations Director,Neutral,0.05
1860,Lot Attendant,Neutral,0.05
895,Cyber Security Engineer,Neutral,0.05
3446,Supply Planner,Neutral,0.05
808,Customer Associate,Neutral,0.05
918,Data Researcher,Neutral,0.05
3077,Senior Research Associate,Neutral,0.05
3444,Supply Chain Specialist,Neutral,0.05
1101,Entry Level,Neutral,0.05
735,Controller,Neutral,0.05
556,Chemist,Neutral,0.05
550,Chemical Engineer,Neutral,0.05
2559,RN Staff Nurse,Neutral,0.05
3056,Senior Programmer Analyst,Neutral,0.049999999999999996
232,Associate Data Analyst,Neutral,0.049999999999999996
1116,Equity Research Associate,Neutral,0.049999999999999996
2597,Regional Sales Director,Neutral,0.04999999999999999
2917,Senior Cloud Architect,Neutral,0.04999999999999999
1492,Human Resources Officer,Neutral,0.04999999999999999
764,Costumer Service Representative,Neutral,0.04999999999999999
2086,OTR Driver,Neutral,0.04999999999999999
295,Aviation Maintenance Technician,Neutral,0.04999999999999999
3185,Server/Hostess,Neutral,0.04999999999999999
289,Automation Engineer,Neutral,0.04999999999999999
334,"Barista, Shift Supervisor",Neutral,0.04999999999999999
691,Computer Systems Analyst,Neutral,0.04750000000000001
1460,Host,Neutral,0.04750000000000001
2772,Sales Development Representative (SDR),Neutral,0.0475
3318,Solutions Engineer,Neutral,0.0475
3530,Technical Architect,Neutral,0.04666666666666667
4,AML Analyst,Neutral,0.04666666666666667
3608,Third Key,Neutral,0.04500000000000001
3713,Vice President Engineering,Neutral,0.04500000000000001
3256,Software Architect,Neutral,0.04500000000000001
1490,Human Resources Leader,Neutral,0.04500000000000001
2926,Senior Customer Service Associate,Neutral,0.045000000000000005
267,Associate Trainer,Neutral,0.045000000000000005
3080,Senior Researcher,Neutral,0.045000000000000005
964,Desktop Support Technician,Neutral,0.045000000000000005
1288,Front of House Staff,Neutral,0.045000000000000005
2275,Pilot,Neutral,0.045000000000000005
2519,Quality,Neutral,0.045000000000000005
1680,Janitor/Cleaner,Neutral,0.045000000000000005
1688,Journalist,Neutral,0.045
272,Attorney,Neutral,0.045
1943,Marketing Communications,Neutral,0.045
3241,Site Supervisor,Neutral,0.045
2009,Member Service Representative,Neutral,0.045
2482,Project Management,Neutral,0.045
3679,Undergraduate Teaching Assistant,Neutral,0.045
2422,Production Operative,Neutral,0.045
2644,Researcher,Neutral,0.045
1080,Employee,Neutral,0.045
2861,Security Officer,Neutral,0.045
447,CEO,Neutral,0.045
3453,Support Associate,Neutral,0.045
1576,Inbound Sales Representative,Neutral,0.045
515,Cashier/Stocker,Neutral,0.045
26,Account Associate,Neutral,0.045
1771,Lead Systems Engineer,Neutral,0.04499999999999999
1821,Line Cook,Neutral,0.044999999999999984
737,Cook,Neutral,0.044999999999999984
3312,Solution Architect,Neutral,0.04375
1678,Janitor,Neutral,0.043333333333333335
2,AGM,Neutral,0.04250000000000001
591,Class A CDL Delivery Driver,Neutral,0.04250000000000001
2615,Reimbursement Specialist,Neutral,0.0425
3580,Technology Analyst,Neutral,0.0425
2025,Merchandising,Neutral,0.0425
3381,Stock Lead,Neutral,0.042499999999999996
2930,Senior Customer Service Specialist,Neutral,0.042499999999999996
1340,General Laborer,Neutral,0.042499999999999996
2892,Senior Architect,Neutral,0.042499999999999996
845,Customer Service Advisor,Neutral,0.042499999999999996
3559,Technical Support,Neutral,0.041666666666666664
789,Credit Risk Analyst,Neutral,0.041666666666666664
2697,SALES CLERK,Neutral,0.04125000000000001
966,Detailer,Neutral,0.040000000000000036
297,BDC,Neutral,0.04000000000000001
252,Associate Sales Representative,Neutral,0.04000000000000001
2833,Scheduler,Neutral,0.04000000000000001
535,Certified Nursing Assistant CNA,Neutral,0.04000000000000001
2382,Product Development,Neutral,0.04000000000000001
3701,VP,Neutral,0.04
2195,Part Time Package Handler,Neutral,0.04
3483,TSM,Neutral,0.04
2156,Order Selector,Neutral,0.04
2361,Procurement Analyst,Neutral,0.04
2266,Physical Therapist Assistant,Neutral,0.04
2887,Senior Applications Analyst,Neutral,0.04
3186,Server/Waiter,Neutral,0.04
1827,Line Worker,Neutral,0.04
3428,Superintendent,Neutral,0.04
2786,Sales Management,Neutral,0.04
1479,Human Resources Business Partner,Neutral,0.04
661,Commissioning Engineer,Neutral,0.04
2851,Security,Neutral,0.04
2211,Patient Registrar,Neutral,0.04
2949,Senior Director,Neutral,0.039999999999999994
2611,Registrar,Neutral,0.039999999999999994
3310,Software Trainee,Neutral,0.039999999999999994
1235,Food Prep,Neutral,0.039999999999999994
613,Client Service Executive,Neutral,0.039999999999999994
2633,Research Analyst,Neutral,0.039999999999999994
3196,Service Crew,Neutral,0.03999999999999999
3236,Shop Assistant,Neutral,0.03999999999999998
3412,Student Assistant,Neutral,0.03833333333333334
1443,Healthcare Assistant,Neutral,0.03833333333333334
1588,Information Developer,Neutral,0.037500000000000006
2402,Production,Neutral,0.0375
2149,Order Filler,Neutral,0.0375
2273,Picker/Packer,Neutral,0.0375
3686,Unit Secretary,Neutral,0.0375
2100,Office Coordinator,Neutral,0.0375
2589,Recruitment Coordinator,Neutral,0.0375
1180,Finance Analyst,Neutral,0.0375
723,Content Writer,Neutral,0.03749999999999998
77,Adjuster,Neutral,0.036666666666666674
870,Customer Service Supervisor,Neutral,0.036666666666666674
3253,Software Applications Developer,Neutral,0.03625
195,Assistant Buyer,Neutral,0.03625
1595,Information Systems Technician,Neutral,0.03500000000000002
616,Client Service Specialist,Neutral,0.035
1628,Insurance Advisor,Neutral,0.035
2190,Part,Neutral,0.035
264,Associate Technology L2,Neutral,0.035
2661,Retail Associate,Neutral,0.035
2604,Registered Dietitian,Neutral,0.035
1732,Lab Assistant,Neutral,0.035
632,Clinical Psychologist,Neutral,0.035
3153,Senior Technical Lead,Neutral,0.035
883,Customer Support,Neutral,0.035
3285,Software Engineer II SDE2,Neutral,0.035
2635,Research Associate,Neutral,0.035
1848,Logistics Supervisor,Neutral,0.035
181,Assembler,Neutral,0.035
33,Account Representative,Neutral,0.035
2700,SAP Analyst,Neutral,0.035
2798,Sales Specialist,Neutral,0.035
2295,Portfolio Analyst,Neutral,0.035
3007,Senior Java Developer,Neutral,0.035
1448,Help Desk Analyst,Neutral,0.035
2335,Principal Systems Engineer,Neutral,0.035
1500,IOS Developer,Neutral,0.035
968,Developer,Neutral,0.035
467,Cabin Crew,Neutral,0.034999999999999996
216,Assistant Vice President,Neutral,0.034999999999999996
165,Apprentice,Neutral,0.03499999999999999
1519,IT Director,Neutral,0.03499999999999999
1742,Laborer,Neutral,0.034999999999999976
2853,Security Analyst,Neutral,0.03375
1762,Lead Developer,Neutral,0.03333333333333333
1506,IT Administrator,Neutral,0.0325
169,Architect,Neutral,0.0325
681,Compliance Officer,Neutral,0.0325
106,Admissions Representative,Neutral,0.0325
3708,Veterinary Technician,Neutral,0.0325
1042,EMT,Neutral,0.0325
587,Claims Specialist,Neutral,0.0325
2417,Production Lead,Neutral,0.0325
3516,Tech Analyst,Neutral,0.0325
1087,Engineering,Neutral,0.03000000000000002
2117,Operation Specialist,Neutral,0.030000000000000013
3758,Warehouse Supervisor,Neutral,0.030000000000000013
3136,Senior Systems Analyst,Neutral,0.030000000000000006
1512,IT Business Analyst,Neutral,0.030000000000000002
2753,Sales Associaate,Neutral,0.030000000000000002
2035,Middle Management,Neutral,0.030000000000000002
3373,Stock,Neutral,0.030000000000000002
1437,Head of Sales,Neutral,0.030000000000000002
3764,Web Developer,Neutral,0.03
2715,SOC Analyst,Neutral,0.03
403,Business Development Specialist,Neutral,0.03
1095,Engineering Technician,Neutral,0.03
2720,SQL Server Database Administrator,Neutral,0.03
3240,Site Engineer,Neutral,0.03
2397,Product Specialist,Neutral,0.03
383,Business Analyst II,Neutral,0.03
3251,Software Analyst,Neutral,0.03
3488,Talent Acquisition Coordinator,Neutral,0.03
1589,Information Security Analyst,Neutral,0.03
1332,Gas Station Attendant,Neutral,0.03
758,Cosmetics Sales Associate,Neutral,0.03
1665,Investigation Specialist,Neutral,0.03
824,Customer Experience Associate,Neutral,0.03
1805,Library Assistant,Neutral,0.03
3557,Technical Specialist,Neutral,0.03
3475,Systems Integration Engineer,Neutral,0.03
2776,Sales Engineer,Neutral,0.029999999999999992
2155,Order Puller,Neutral,0.029999999999999985
2271,Picker,Neutral,0.028749999999999994
2078,Nurse,Neutral,0.028333333333333335
3276,Software Engineer,Neutral,0.02750000000000001
1706,Junior Software Developer,Neutral,0.027500000000000004
1169,Field Service Engineer,Neutral,0.0275
2244,Personal Banker II,Neutral,0.027499999999999997
70,Adjunct Faculty,Neutral,0.027499999999999997
269,Associate Vice President,Neutral,0.027499999999999997
3619,Trainee,Neutral,0.026666666666666672
2937,Senior Database Administrator,Neutral,0.026666666666666672
2688,Route Driver,Neutral,0.02666666666666667
3542,Technical Expert,Neutral,0.02666666666666666
1850,Loss Prevention,Neutral,0.026249999999999996
138,Android Developer,Neutral,0.025000000000000022
3070,Senior Quality Engineer,Neutral,0.025000000000000022
3652,Treasury Analyst,Neutral,0.025000000000000022
1153,Factory Worker,Neutral,0.025000000000000022
2407,Production Assistant,Neutral,0.02500000000000001
558,Chief Engineer,Neutral,0.02500000000000001
1612,Inspector/Packer,Neutral,0.025
1586,Industrial Placement Student,Neutral,0.025
2576,Receiving Clerk,Neutral,0.025
1338,General Labor,Neutral,0.025
520,Catalog Specialist,Neutral,0.025
250,Associate Recruiter,Neutral,0.025
3463,System Administrator,Neutral,0.025
3773,Whole Foods Shopper,Neutral,0.025
88,Administrative Assistant II,Neutral,0.025
3219,Sharepoint Developer,Neutral,0.025
2525,Quality Assurance Analyst,Neutral,0.025
1935,Marketer,Neutral,0.025
2869,Seller,Neutral,0.025
3324,Sorter,Neutral,0.025
483,Call Centre Agent,Neutral,0.025
1925,Marine Engineer,Neutral,0.025
2822,Salesperson,Neutral,0.025
3266,Software Development Engineer (SDE) II,Neutral,0.025
2056,Multiple Positions,Neutral,0.025
1186,Finance Business Partner,Neutral,0.024999999999999998
574,Claims Adjuster,Neutral,0.024999999999999998
2163,Over Night Stocker,Neutral,0.024999999999999998
1663,Inventory Specialist,Neutral,0.024999999999999998
3595,Test Analyst,Neutral,0.024999999999999994
2959,Senior Embedded Software Engineer,Neutral,0.024999999999999994
1378,Graphic Artist,Neutral,0.024999999999999994
2278,Piping Engineer,Neutral,0.024999999999999994
1280,Front End Supervisor,Neutral,0.024999999999999994
2639,Research Fellow,Neutral,0.024999999999999994
1206,Financial Analyst II,Neutral,0.024999999999999994
2625,Repair Technician,Neutral,0.024999999999999994
3466,System Engineer,Neutral,0.024999999999999994
2678,Returns Processor,Neutral,0.024999999999999994
322,Bakery Clerk,Neutral,0.024999999999999994
3269,Software Development Engineer I,Neutral,0.024999999999999967
339,Beauty Advisor,Neutral,0.022500000000000006
1298,Fulfillment Associate,Neutral,0.0225
140,Animator,Neutral,0.022499999999999992
3656,Truck Driver,Neutral,0.02166666666666667
3450,Support Analyst,Neutral,0.021666666666666667
293,Automotive Technician,Neutral,0.021666666666666667
3183,Server/Bartender,Neutral,0.021666666666666664
630,Clinical Pharmacist,Neutral,0.020000000000000018
2627,Replenishment Associate,Neutral,0.020000000000000018
1161,Fed Ex Ground Package Handler,Neutral,0.020000000000000018
1858,Loss Prevention Specialist,Neutral,0.020000000000000018
1838,Local Truck Driver,Neutral,0.02000000000000001
1944,Marketing Communications Specialist,Neutral,0.020000000000000004
2202,Passenger Service Agent,Neutral,0.020000000000000004
3728,Virtual Assistant,Neutral,0.020000000000000004
1976,Mechanical Design Engineer,Neutral,0.020000000000000004
3322,Sortation Associate,Neutral,0.020000000000000004
1915,Manufacturing Associate,Neutral,0.020000000000000004
910,Data Center Technician,Neutral,0.020000000000000004
3781,Working Student,Neutral,0.020000000000000004
84,Administrative,Neutral,0.020000000000000004
2231,Pension Administrator,Neutral,0.020000000000000004
1892,Maintenance Technician,Neutral,0.020000000000000004
399,Business Development Executive,Neutral,0.020000000000000004
479,Call Center Representative,Neutral,0.020000000000000004
2899,Senior Auditor,Neutral,0.02
1557,IT Support Engineer,Neutral,0.02
502,Caseworker,Neutral,0.02
717,Content Moderator,Neutral,0.02
947,Department Lead,Neutral,0.019999999999999997
2176,Package Handler,Neutral,0.019999999999999997
578,Claims Examiner,Neutral,0.019999999999999997
1760,Lead DevOps Engineer,Neutral,0.019999999999999997
1271,Front Desk Receptionist,Neutral,0.01999999999999999
1242,Food Service,Neutral,0.01999999999999999
177,Art Director,Neutral,0.01999999999999999
2543,Quality Inspector,Neutral,0.018333333333333337
2204,Patient Access Representative,Neutral,0.0175
2523,Quality Assurance,Neutral,0.017499999999999998
2504,QA Associate,Neutral,0.017499999999999998
3658,Tutor,Neutral,0.017499999999999998
2642,Research and Development Engineer,Neutral,0.017499999999999995
972,Devops Engineer,Neutral,0.016666666666666673
3434,Supply Chain,Neutral,0.01666666666666667
2023,Merchandiser,Neutral,0.016666666666666666
3058,Senior Project Coordinator,Neutral,0.016666666666666666
1151,Facilities Technician,Neutral,0.016666666666666666
1696,Junior Associate,Neutral,0.015000000000000013
1475,Human Resources Analyst,Neutral,0.015000000000000013
311,Backend Developer,Neutral,0.015000000000000013
3262,Software Designer,Neutral,0.015000000000000013
2997,Senior IT Analyst,Neutral,0.015000000000000013
3697,Utility Worker,Neutral,0.015000000000000013
539,Certified Surgical Technologist,Neutral,0.015000000000000006
1011,Dispatcher,Neutral,0.015000000000000006
1386,Grocery Bagger,Neutral,0.015000000000000005
3578,Technology,Neutral,0.015000000000000001
228,Associate Buyer,Neutral,0.015
89,Administrative Assistant III,Neutral,0.015
2602,Registered Client Service Associate,Neutral,0.015
249,Associate QA Engineer,Neutral,0.015
279,Audit Assistant,Neutral,0.015
491,Care Coordinator,Neutral,0.015
1769,Lead Software Engineer,Neutral,0.015
3191,Service,Neutral,0.015
755,Corporate Trainer,Neutral,0.015
3496,Talent Sourcer,Neutral,0.015
3436,Supply Chain Analyst,Neutral,0.015
3503,Tax Senior Associate,Neutral,0.015
431,Buyer,Neutral,0.015
3213,Service Specialist,Neutral,0.015
898,Cybersecurity Analyst,Neutral,0.015
146,Any Position,Neutral,0.015
2365,Procurement Officer,Neutral,0.015
225,Associate Business Analyst,Neutral,0.014999999999999996
230,Associate Creative Director,Neutral,0.014999999999999996
926,Database Administrator (Database Administrator),Neutral,0.014999999999999986
1842,Logistics Associate,Neutral,0.014999999999999986
3424,Summer Analyst,Neutral,0.014999999999999986
379,Busineess Analyst,Neutral,0.014999999999999986
1159,Fast Food Worker,Neutral,0.012500000000000011
3418,Student Worker,Neutral,0.012500000000000004
1659,Inventory Control Specialist,Neutral,0.012500000000000004
835,Customer Relations Specialist,Neutral,0.012500000000000004
2622,Remote Customer Service Representative,Neutral,0.012500000000000004
2764,Sales Assosiates,Neutral,0.012500000000000004
713,Content Analyst,Neutral,0.0125
326,Banker,Neutral,0.0125
889,Customer Support Representative,Neutral,0.012499999999999997
1393,Group Leader,Neutral,0.012499999999999997
2453,Program Director,Neutral,0.012499999999999997
1439,Health Care Assistant,Neutral,0.012499999999999997
1819,Lift Operator,Neutral,0.010000000000000009
1356,Graduate Engineer Trainee,Neutral,0.010000000000000009
3643,Transportation Associate,Neutral,0.010000000000000009
3539,Technical Director,Neutral,0.010000000000000009
1966,Materials Engineer,Neutral,0.010000000000000009
3569,Technical Team Lead,Neutral,0.010000000000000005
1610,Inspector,Neutral,0.010000000000000004
560,Chief Executive Officer,Neutral,0.010000000000000002
179,Artist,Neutral,0.010000000000000002
837,Customer Relationship Officer,Neutral,0.010000000000000002
192,Assistant Account Executive,Neutral,0.010000000000000002
589,Claims Supervisor,Neutral,0.010000000000000002
1906,Management Trainee,Neutral,0.010000000000000002
1900,Management Accountant,Neutral,0.010000000000000002
1852,Loss Prevention Agent,Neutral,0.01
2906,Senior Buyer,Neutral,0.01
532,Certified Nursing Assistant,Neutral,0.01
3490,Talent Acquisition Partner,Neutral,0.01
945,Department Head,Neutral,0.01
3337,Speech Language Pathologist,Neutral,0.009999999999999998
1564,IT Systems Administrator,Neutral,0.009999999999999995
1383,Greeter,Neutral,0.009999999999999995
1385,Grocery Associate,Neutral,0.009999999999999995
1374,Graduate Trainee,Neutral,0.009999999999999995
2391,Product Marketing,Neutral,0.009999999999999981
651,Collections Specialist,Neutral,0.008333333333333331
1142,FC Associate I,Neutral,0.007500000000000014
1543,IT Senior Business Analyst,Neutral,0.00750000000000001
72,Adjunct Instructor,Neutral,0.007500000000000007
2255,Pharmacist,Neutral,0.007500000000000003
1784,Learning Assistant,Neutral,0.0075
759,Cost Accountant,Neutral,0.0075
2704,SDE,Neutral,0.0075
2316,Presales,Neutral,0.007499999999999996
3359,Staff Pharmacist,Neutral,0.007499999999999993
1833,Loader/Unloader,Neutral,0.007499999999999993
1220,First Officer,Neutral,0.005000000000000018
162,Applications Support Analyst,Neutral,0.005000000000000011
2033,Mid,Neutral,0.005000000000000009
3544,Technical Lead,Neutral,0.0050000000000000044
3272,Software Development Engineer In Test,Neutral,0.0050000000000000044
3628,Training Coordinator,Neutral,0.0050000000000000044
1999,Medical Scribe,Neutral,0.0050000000000000044
1001,Director of Operations,Neutral,0.0050000000000000044
627,Clinical Dietitian,Neutral,0.0050000000000000044
797,Crew Scheduler,Neutral,0.0050000000000000044
2692,Runner,Neutral,0.005000000000000001
3439,Supply Chain Coordinator,Neutral,0.005
518,Casualty Claims Adjuster,Neutral,0.005
1725,Kitchen Crew,Neutral,0.005
642,Co,Neutral,0.004999999999999999
1961,Material Handler,Neutral,0.0049999999999999975
720,Content Specialist,Neutral,0.0049999999999999975
2436,Production Technician,Neutral,0.003333333333333336
1617,Instructional Designer,Neutral,0.003333333333333334
1136,Executive Recruiter,Neutral,0.0025000000000000057
2540,Quality Engineer,Neutral,0.0025000000000000022
818,Customer Care Representative,Neutral,0.0025000000000000022
1335,General Accountant,Neutral,0.0025
3694,Utility,Neutral,0.0024999999999999953
2430,Production Specialist,Neutral,2.7755575615628914e-17
2016,Mentor,Neutral,6.938893903907228e-18
1774,Leader,Neutral,6.938893903907228e-18
815,Customer Care Executive,Neutral,0.0
3221,Shelf Stacker,Neutral,0.0
1863,MIS Executive,Neutral,0.0
1389,Grocery Clerk,Neutral,0.0
1409,HR Administrator,Neutral,0.0
2655,Restaurant Server,Neutral,0.0
1376,Graduate Trainee Engineer,Neutral,0.0
3200,Service Delivery Specialist,Neutral,0.0
2657,Retail,Neutral,0.0
3150,Senior Technical Associate,Neutral,0.0
3155,Senior Technical Specialist,Neutral,0.0
3563,Technical Support Analyst,Neutral,0.0
3158,Senior Technical Support Specialist,Neutral,0.0
892,Cyber Security Analyst,Neutral,0.0
1958,Mate,Neutral,0.0
3169,Senior Underwriter,Neutral,0.0
1952,Marketing Officer,Neutral,0.0
1013,Distribution,Neutral,0.0
1947,Marketing Director,Neutral,0.0
2694,S S E(Senior Software Engineer),Neutral,0.0
1073,Electronics Technician,Neutral,0.0
2476,Project Engineer II,Neutral,0.0
3533,Technical Associate,Neutral,0.0
813,Customer Care Associate,Neutral,0.0
2951,Senior Director Engineering,Neutral,0.0
1020,Dock Worker,Neutral,0.0
930,Debt Collector,Neutral,0.0
1561,IT Support Technician,Neutral,0.0
710,Contact Center Representative,Neutral,0.0
3426,Summer Camp Counselor,Neutral,0.0
1578,Inbound Stow,Neutral,0.0
3420,Stylist,Neutral,0.0
2793,Sales Person,Neutral,0.0
3415,Student Library Assistant,Neutral,0.0
2527,Quality Assurance Engineer,Neutral,0.0
124,Allocation Analyst,Neutral,0.0
3410,Student Ambassador,Neutral,0.0
3743,Warehouse Loader,Neutral,0.0
3351,Staff Attorney,Neutral,0.0
391,Business Developer,Neutral,0.0
2529,Quality Assurance Specialist,Neutral,0.0
3353,Staff Engineer,Neutral,0.0
3357,Staff Nurse,Neutral,0.0
1686,Java Software Developer,Neutral,0.0
2811,Sales Trainee,Neutral,0.0
2538,Quality Control Technician,Neutral,0.0
3394,Store Director,Neutral,0.0
137,Analytics,Neutral,0.0
743,Copy and Print Associate,Neutral,0.0
1645,Intelligence Officer,Neutral,0.0
1112,Equipment Technician,Neutral,0.0
1141,FC Associate,Neutral,0.0
3314,Solution Engineer,Neutral,0.0
1555,IT Support Analyst,Neutral,0.0
1777,Leadership,Neutral,0.0
3243,Social Media Coordinator,Neutral,0.0
1430,Head Of Human Resources,Neutral,0.0
1056,Education Coordinator,Neutral,0.0
2485,Project Management Office (PMO),Neutral,0.0
1442,Healthcare,Neutral,0.0
2493,Protection Specialist,Neutral,0.0
429,Busser/Runner,Neutral,0.0
856,Customer Service Clerk,Neutral,0.0
495,Caregiver,Neutral,0.0
2571,Receiver,Neutral,0.0
1812,Licensed Practical Nurse,Neutral,0.0
1807,Licensed Clinical Social Worker,Neutral,0.0
2830,Scanner,Neutral,0.0
3279,Software Engineer Associate,Neutral,0.0
1144,FC Associate Tier I,Neutral,0.0
3283,Software Engineer II,Neutral,0.0
1795,Legal Assistant,Neutral,0.0
695,Computer Technician,Neutral,0.0
3750,Warehouse Order Selector,Neutral,0.0
2554,R&D,Neutral,0.0
1527,IT Helpdesk Analyst,Neutral,0.0
1781,Learning And Development Specialist,Neutral,0.0
1545,IT Service Desk,Neutral,0.0
3576,Technologist,Neutral,0.0
2964,Senior Enterprise Architect,Neutral,0.0
3640,Transportation,Neutral,0.0
2088,OTR Truck Driver,Neutral,0.0
245,Associate Partner,Neutral,0.0
2718,SQL Developer,Neutral,0.0
2043,Model/Brand Representative,Neutral,0.0
406,Business Intelligence,Neutral,0.0
2110,Onboarding Specialist,Neutral,0.0
580,Claims Handler,Neutral,0.0
3661,UI Designer,Neutral,0.0
1173,Field Service Technician,Neutral,0.0
277,Audit,Neutral,0.0
2044,Module Lead,Neutral,0.0
2731,Safety Coordinator,Neutral,0.0
989,Direct Support Professional (DSP),Neutral,0.0
49,Accounting Specialist,Neutral,0.0
3087,Senior Sales,Neutral,0.0
3769,Welder/Fabricator,Neutral,0.0
1260,Freelancer,Neutral,0.0
3637,Translator,Neutral,0.0
56,Accounts Payable Analyst,Neutral,0.0
2238,Performance Test Engineer,Neutral,0.0
3597,Test Automation Engineer,Neutral,0.0
3642,Transportation Analyst,Neutral,0.0
1282,Front End Web Developer,Neutral,0.0
3715,Vice President Finance,Neutral,0.0
2060,Network Administrator,Neutral,0.0
2902,Senior Business Development Executive,Neutral,0.0
1182,Finance Assistant,Neutral,0.0
3623,Trainee Software Engineer,Neutral,0.0
2888,Senior Applications Developer,Neutral,0.0
1213,Financial Representative,Neutral,0.0
1996,Medical Science Liaison,Neutral,0.0
314,Baggage Handler,Neutral,0.0
1215,Financial Service Representative,Neutral,0.0
2872,Senior,Neutral,0.0
2978,Senior Fund Accountant,Neutral,0.0
3045,Senior Procurement Analyst,Neutral,0.0
221,Associate Applications Developer,Neutral,0.0
66,Actuarial Associate,Neutral,0.0
386,Business Assistant,Neutral,0.0
3632,Transaction Processing Associate,Neutral,0.0
2019,Merchandise Coordinator,Neutral,0.0
2668,Retail Sales Representative,Neutral,0.0
2621,Reliability Engineer,Neutral,0.0
3634,Transaction Risk Investigator,Neutral,0.0
3664,UI Developer,Neutral,0.0
2229,Peer Mentor,Neutral,0.0
3060,Senior Project Engineer,Neutral,0.0
2993,Senior Human Resources Generalist,Neutral,0.0
2138,Operations Specialist,Neutral,-6.938893903907228e-18
1205,Financial Advisor Trainee,Neutral,-1.0408340855860843e-17
1549,IT Specialist,Neutral,-0.0025000000000000022
865,Customer Service Officer,Neutral,-0.0025000000000000022
2388,Product Management,Neutral,-0.0025000000000000022
61,Accounts Receivable,Neutral,-0.0025000000000000022
485,Captain,Neutral,-0.0025000000000000022
3736,Warehouse,Neutral,-0.0030000000000000014
1487,Human Resources Executive,Neutral,-0.0049999999999999906
107,Advisor,Neutral,-0.0049999999999999906
3014,Senior Legal Counsel,Neutral,-0.0049999999999999906
2915,Senior Client Partner,Neutral,-0.0049999999999999975
675,Compliance,Neutral,-0.0049999999999999975
1065,Electrical Technician,Neutral,-0.0049999999999999975
2424,Production Operator,Neutral,-0.004999999999999998
1883,Maintenance Engineer,Neutral,-0.005
2962,Senior Engineering Technician,Neutral,-0.005
1676,Investment Specialist,Neutral,-0.005
3124,Senior Specialist,Neutral,-0.005000000000000001
1956,Master Data Analyst,Neutral,-0.0050000000000000044
1068,Electrician,Neutral,-0.0050000000000000044
1371,Graduate Teaching Assistant,Neutral,-0.0050000000000000044
805,Customer Account Specialist,Neutral,-0.0050000000000000044
2760,Sales Associate/Keyholder,Neutral,-0.0050000000000000044
2562,Radiologic Technologist,Neutral,-0.0050000000000000044
184,Assembly Line Worker,Neutral,-0.0050000000000000044
1258,Fraud Investigator,Neutral,-0.006666666666666668
1232,Floor Supervisor,Neutral,-0.007499999999999993
2659,Retail Assistant,Neutral,-0.007499999999999993
1647,Interior Designer,Neutral,-0.007499999999999993
2093,Office Administrator,Neutral,-0.007499999999999993
2072,News Reporter,Neutral,-0.0075
1525,IT Help Desk Technician,Neutral,-0.0075
24,Account Assistant,Neutral,-0.007500000000000001
2133,Operations Executive,Neutral,-0.007500000000000007
2252,PhD Student,Neutral,-0.007500000000000007
2306,Pre,Neutral,-0.007500000000000007
1917,Manufacturing Engineer,Neutral,-0.008333333333333331
3112,Senior Software QA Engineer,Neutral,-0.009999999999999981
1927,Market Analyst,Neutral,-0.009999999999999981
1093,Engineering Lead,Neutral,-0.009999999999999988
2353,Process Technician,Neutral,-0.009999999999999995
453,CNC Machinist,Neutral,-0.009999999999999995
959,Desktop Support,Neutral,-0.009999999999999995
3067,Senior Quality Analyst,Neutral,-0.009999999999999995
280,Audit Associate,Neutral,-0.009999999999999997
2649,Resident Assistant,Neutral,-0.009999999999999998
2766,Sales Coordinator,Neutral,-0.01
2897,Senior Associate Technology,Neutral,-0.01
318,Bakery,Neutral,-0.01
977,Dietary Aide,Neutral,-0.010000000000000002
1222,Flex Associate,Neutral,-0.010000000000000002
1632,Insurance Broker,Neutral,-0.010000000000000009
