,job,sentiment_category,overall_sentiment
3047,Senior Procurement Specialist,Positive,0.9450000000000001
3086,Senior SQA Engineer,Positive,0.85
2706,SDE1,Positive,0.85
633,Clinical Psychologist,Positive,0.8
3053,Senior Product Specialist,Positive,0.8
492,Care Coordinator,Positive,0.8
1152,Facilities Technician,Positive,0.7875000000000001
564,Chief Financial Officer,Positive,0.78
1702,Junior Engineer,Positive,0.7625000000000001
2990,Senior Human Resources Assistant,Positive,0.75
1251,Foreman,Positive,0.71
8,AML Investigator,Positive,0.7
1045,ENO,Positive,0.7
3600,Test Development Engineer,Positive,0.7
3635,Transaction Risk Investigator,Positive,0.675
696,Computer Technician,Positive,0.675
507,Casher,Positive,0.6666666666666666
430,Busser/Runner,Positive,0.65
2909,Senior Civil Engineer,Positive,0.65
308,BPO Executive,Positive,0.6499999999999999
756,Corporate Trainer,Positive,0.635
390,Business Data Analyst,Positive,0.6
2640,Research Officer,Positive,0.6
404,Business Development Specialist,Positive,0.6
3011,Senior Lead Engineer,Positive,0.6
1991,Medical Coder,Positive,0.595
3416,Student Mentor,Positive,0.595
2318,President,Positive,0.5925
2544,Quality Inspector,Positive,0.5900000000000001
1570,Implementation Specialist,Positive,0.585
2699,SAP ABAP Developer,Positive,0.5833333333333334
3242,Small Business Sales Representative,Positive,0.5800000000000001
3403,Strategic Account Executive,Positive,0.5650000000000001
458,COVID,Positive,0.565
3782,Working Student,Positive,0.5625
1682,Janitorial,Positive,0.5625
2285,Planning Analyst,Positive,0.56
519,Catalog Associate,Positive,0.56
2817,Salesforce Administrator,Positive,0.56
360,Bim Engineer,Positive,0.5599999999999999
3302,Software Support Engineer,Positive,0.555
3660,UI,Positive,0.5525
1331,Game Tester,Positive,0.55
2908,Senior CSE,Positive,0.55
448,CEO,Positive,0.5475
3315,Solution Engineer,Positive,0.5449999999999999
3779,Workforce Analyst,Positive,0.5425
2042,Model,Positive,0.535
913,Data Engineer II,Positive,0.525
2767,Sales Coordinator,Positive,0.5225
1503,ISR,Positive,0.5175000000000001
2563,Radiologic Technologist,Positive,0.5175
1964,Material Handler/Forklift Operator,Positive,0.515
1337,General Assistant,Positive,0.5125
885,Customer Support Agent,Positive,0.51
1283,Front End Web Developer,Positive,0.51
3287,Software Engineer In Test,Positive,0.505
3491,Talent Acquisition Partner,Positive,0.5
3369,Sterile Processing Technician,Positive,0.5
1865,ML Data Associate,Positive,0.5
639,Cloud Solution Architect,Positive,0.5
276,Attractions Cast Member,Positive,0.5
374,Building Engineer,Positive,0.5
2254,Pharmaceuticals Sales Representative,Positive,0.5
3244,Social Media Coordinator,Positive,0.5
364,Bodily Injury Claims Adjuster,Positive,0.5
2623,Remote Customer Service Representative,Positive,0.5
996,Director of Development,Positive,0.5
3270,Software Development Engineer I,Positive,0.5
1350,Grader,Positive,0.5
46,Accounting Associate,Positive,0.49625
320,Bakery Assistant,Positive,0.495
1809,Licensed Insurance Advisor,Positive,0.4925
3298,Software QA Tester,Positive,0.4925
370,Brand Specialist,Positive,0.49
1079,Emergency Medical Technician,Positive,0.49
1579,Inbound Stower,Positive,0.49
1845,Logistics Officer,Positive,0.48750000000000004
3360,Staff Pharmacist,Positive,0.48750000000000004
2918,Senior Communications Specialist,Positive,0.48500000000000004
1433,Head of Business Development,Positive,0.485
3367,Statistician,Positive,0.485
1998,Medical Science Liaison (MSL),Positive,0.4825
149,Application Developer,Positive,0.48
701,Construction Superintendent,Positive,0.48
1524,IT Help Desk,Positive,0.47750000000000004
543,Charge Nurse,Positive,0.47666666666666674
361,Biologist,Positive,0.47500000000000003
1830,Litigation Paralegal,Positive,0.47500000000000003
415,Business Operations Specialist,Positive,0.475
1318,Fundraiser,Positive,0.475
420,Business Process Lead,Positive,0.475
2652,Resident Physician,Positive,0.475
1913,Manual QA Tester,Positive,0.475
1421,HRM,Positive,0.47250000000000003
2276,Pilot,Positive,0.4725
3481,TSE,Positive,0.47000000000000003
1484,Human Resources Coordinator (HR Coordinator),Positive,0.47000000000000003
531,Certified Medical Assistant,Positive,0.47000000000000003
3777,Work From Home Customer Service Representative,Positive,0.47000000000000003
438,CAD Designer,Positive,0.47000000000000003
1532,IT Lead,Positive,0.47
1315,Functional Analyst,Positive,0.4683333333333333
1394,Group Leader,Positive,0.465
2269,Physician Assistant,Positive,0.465
2037,Military Police,Positive,0.46499999999999997
3644,Transportation Associate,Positive,0.46499999999999997
826,Customer Experience Representative,Positive,0.46499999999999997
2727,SVP,Positive,0.4625
2823,Salesperson,Positive,0.4625
1501,IOS Developer,Positive,0.46166666666666667
3521,Tech Support,Positive,0.46125000000000005
3098,Senior Salesforce Developer,Positive,0.46125
3385,Stocking Associate,Positive,0.46
1307,Full Stack Web Developer,Positive,0.45999999999999996
1399,Guest Service Agent,Positive,0.45999999999999996
3022,Senior Marketing Specialist,Positive,0.45999999999999996
3036,Senior Planner,Positive,0.4575
3218,Sever,Positive,0.45749999999999996
1121,Estimator,Positive,0.455
605,Client Associate,Positive,0.455
3670,UX,Positive,0.455
1703,Junior Executive,Positive,0.455
2320,Prestige Beauty Advisor,Positive,0.455
2539,Quality Control Technician,Positive,0.455
664,Communications Officer,Positive,0.455
2991,Senior Human Resources Business Partner,Positive,0.45499999999999996
398,Business Development Director,Positive,0.45499999999999996
1304,Full Stack Engineer,Positive,0.45499999999999996
636,Cloud Architect,Positive,0.4525
172,Area Director,Positive,0.4525
1614,Installer,Positive,0.45249999999999996
2698,SALES CLERK,Positive,0.45166666666666666
3311,Software Trainee,Positive,0.45166666666666666
3725,Video Editor,Positive,0.45
3709,Veterinary Technician,Positive,0.45
1457,Home Advisor,Positive,0.45
2099,Office Clerk,Positive,0.45
2144,Operations Technician,Positive,0.45
2920,Senior Compliance Associate,Positive,0.45
3552,Technical Service Representative,Positive,0.45
2722,SRE/DevOps Engineer,Positive,0.45
3547,Technical Marketing Engineer,Positive,0.45
2347,Process Engineer II,Positive,0.45
2788,Sales Management Trainee,Positive,0.45
1922,Manufacturing Supervisor,Positive,0.44999999999999996
2747,Sales Agent,Positive,0.44999999999999996
962,Desktop Support Engineer,Positive,0.4475
1456,Hgv Driver,Positive,0.44749999999999995
2600,Regional Sales Executive,Positive,0.445
22,Academic Tutor,Positive,0.445
2901,Senior Automation Engineer,Positive,0.445
1934,Market Risk Analyst,Positive,0.44499999999999995
3323,Sortation Associate,Positive,0.44000000000000006
3068,Senior Quality Analyst,Positive,0.44
2258,Phd Student Researcher,Positive,0.44
3161,Senior Technical Writer,Positive,0.44
2047,Monitor Technician,Positive,0.44
3675,Unarmed Security Officer,Positive,0.44
975,Diesel Mechanic,Positive,0.43999999999999995
3485,Tableau Developer,Positive,0.4375
2927,Senior Customer Service Associate,Positive,0.4375
3133,Senior System Engineer,Positive,0.435
3046,Senior Procurement Analyst,Positive,0.435
1814,Licensed Practical Nurse (LPN),Positive,0.43374999999999997
3346,Sr. Director,Positive,0.4325
1140,Executive Team Leader,Positive,0.43249999999999994
2169,PCT/CNA,Positive,0.43000000000000005
1993,Medical Laboratory Technician,Positive,0.43000000000000005
1097,Enrollment Advisor,Positive,0.43000000000000005
2979,Senior Fund Accountant,Positive,0.43000000000000005
1051,Economist,Positive,0.43
1869,Machine Learning Engineer,Positive,0.42875
2209,Patient Care Coordinator,Positive,0.42500000000000004
801,Cst,Positive,0.42500000000000004
3113,Senior Software QA Engineer,Positive,0.425
907,Data Analytics,Positive,0.425
1829,Linux Systems Administrator,Positive,0.425
2342,Process Associate,Positive,0.425
122,Algorithm Engineer,Positive,0.425
3252,Software Analyst,Positive,0.42000000000000004
722,Content Strategist,Positive,0.42000000000000004
1,3D Artist,Positive,0.42000000000000004
1014,Distribution,Positive,0.42000000000000004
3413,Student Assistant,Positive,0.42000000000000004
3050,Senior Product Engineer,Positive,0.42
1643,Integration Specialist,Positive,0.42
157,Applications Sales Representative,Positive,0.42
347,Benefits Analyst,Positive,0.42
2450,Program Associate,Positive,0.4175
2205,Patient Access Representative,Positive,0.4166666666666667
1336,General Accountant,Positive,0.41500000000000004
3538,Technical Coordinator,Positive,0.41500000000000004
1914,Manual Tester,Positive,0.41500000000000004
397,Business Development Associate (BDA),Positive,0.41500000000000004
1025,Document Controller,Positive,0.41500000000000004
1928,Market Associate,Positive,0.41333333333333333
1411,HR Assistant,Positive,0.41333333333333333
373,Builder,Positive,0.4125
2617,Relationship Banker,Positive,0.4125
3582,Technology Architect,Positive,0.4125
188,Asset Protection Associate,Positive,0.41000000000000003
1511,IT Auditor,Positive,0.41000000000000003
562,Chief Executive Officer (CEO),Positive,0.41000000000000003
2890,Senior Applications Engineer,Positive,0.41000000000000003
396,Business Development Associate,Positive,0.41000000000000003
3059,Senior Project Coordinator,Positive,0.41000000000000003
3214,Service Specialist,Positive,0.41000000000000003
3482,TSE I,Positive,0.41000000000000003
637,Cloud Engineer,Positive,0.41
634,Clinical Research Coordinator,Positive,0.41
1132,Executive Chef,Positive,0.40625
2535,Quality Control,Positive,0.406
1046,ER Medical Scribe,Positive,0.405
2970,Senior Financial Advisor,Positive,0.40499999999999997
569,Chief of Staff,Positive,0.40499999999999997
2108,On,Positive,0.40249999999999997
3358,Staff Nurse,Positive,0.40166666666666667
2431,Production Specialist,Positive,0.4
3588,Telecommunications Engineer,Positive,0.4
2542,Quality Engineer II,Positive,0.4
542,Chaplain,Positive,0.4
662,Commissioning Engineer,Positive,0.4
1876,Mail Clerk,Positive,0.4
2118,Operation Specialist,Positive,0.4
576,Claims Assistant,Positive,0.4
3126,Senior Staff Accountant,Positive,0.4
1551,IT Supervisor,Positive,0.4
980,Digital Designer,Positive,0.4
997,Director of Engineering,Positive,0.4
940,Delivery Lead,Positive,0.4
3128,Senior Supervisor,Positive,0.4
1358,Graduate Engineer Trainee (GET),Positive,0.4
1415,HR Director,Positive,0.4
1279,Front End Engineer,Positive,0.4
1808,Licensed Esthetician,Positive,0.4
733,Control Room Operator,Positive,0.4
1787,Learning Specialist,Positive,0.4
1744,Labourer,Positive,0.4
1700,Junior Data Scientist,Positive,0.4
1636,Insurance Sales Representative,Positive,0.4
951,Design Director,Positive,0.39999999999999997
1609,Inside Sales Specialist,Positive,0.39999999999999997
3587,Technology Specialist,Positive,0.39999999999999997
212,Assistant Superintendent,Positive,0.39999999999999997
3774,Whole Foods Shopper,Positive,0.3983333333333334
2455,Program Leader,Positive,0.39749999999999996
3144,Senior Team LEader,Positive,0.39749999999999996
2643,Research and Development Engineer,Positive,0.39749999999999996
2820,Salesman,Positive,0.39666666666666667
1099,Enterprise Account Executive,Positive,0.395
1083,Engineer I,Positive,0.395
2206,Patient Access Specialist,Positive,0.395
942,Dental Assistant,Positive,0.395
950,Department Supervisor,Positive,0.395
814,Customer Care Associate,Positive,0.395
141,Animator,Positive,0.395
1070,Electro,Positive,0.395
3784,Yard Worker,Positive,0.395
3048,Senior Producer,Positive,0.395
2734,Safety Engineer,Positive,0.39499999999999996
2173,PMO Lead,Positive,0.39499999999999996
1861,MBA Student,Positive,0.39499999999999996
2942,Senior Designer,Positive,0.39357142857142857
2256,Pharmacist,Positive,0.393
2483,Project Management,Positive,0.3925
1957,Master Data Analyst,Positive,0.39166666666666666
2508,QA Lead,Positive,0.3908333333333333
2910,Senior Claims Adjuster,Positive,0.39
874,Customer Service Teammate,Positive,0.39
538,Certified Personal Trainer,Positive,0.39
674,Complaints Handler,Positive,0.39
1423,HVAC Technician,Positive,0.39
1618,Instructional Designer,Positive,0.38999999999999996
1631,Insurance Agent,Positive,0.38875000000000004
2824,Sandwich Artist,Positive,0.38875000000000004
2319,Press Operator,Positive,0.38833333333333336
182,Assembler,Positive,0.38833333333333336
2399,Product Support Engineer,Positive,0.3875
1761,Lead DevOps Engineer,Positive,0.38749999999999996
3572,Technical Test Lead,Positive,0.38749999999999996
2068,Network Security Engineer,Positive,0.38625
1294,Frontend Engineer,Positive,0.385
63,Accounts Receivable Specialist,Positive,0.385
2797,Sales Professional,Positive,0.385
660,Commercial Underwriter,Positive,0.385
224,Associate Architect,Positive,0.385
1369,Graduate Student Research Assistant,Positive,0.385
3404,Strategic Planner,Positive,0.38333333333333336
1124,Event Planner,Positive,0.3833333333333333
3094,Senior Sales Engineer,Positive,0.3825
330,Banking,Positive,0.3825
2463,Project Accountant,Positive,0.3825
1366,Graduate Researcher,Positive,0.38249999999999995
255,Associate Software Developer,Positive,0.38125
1590,Information Security Analyst,Positive,0.381
2923,Senior CopyWriter,Positive,0.38000000000000006
3744,Warehouse Loader,Positive,0.38
2638,Research Engineer,Positive,0.38
1370,Graduate Student Researcher,Positive,0.38
2998,Senior IT Analyst,Positive,0.38
1641,Intake Specialist,Positive,0.38
3646,Transportation Coordinator,Positive,0.38
2134,Operations Executive,Positive,0.38
2663,Retail Merchandiser,Positive,0.37999999999999995
2234,People Team,Positive,0.37833333333333335
2379,Product Controller,Positive,0.378
3145,Senior Team Lead,Positive,0.378
2220,Payment Specialist,Positive,0.3775
2895,Senior Art Director,Positive,0.3766666666666667
1693,Junior Accountant,Positive,0.37666666666666665
2171,PMO,Positive,0.37666666666666665
231,Associate Creative Director,Positive,0.37625000000000003
1478,Human Resources Associate,Positive,0.37625000000000003
2441,Professional Recruiter,Positive,0.375
3655,Tron Associate,Positive,0.375
704,Consulting,Positive,0.375
1544,IT Senior Business Analyst,Positive,0.375
2101,Office Coordinator,Positive,0.375
2159,Outbound Order Picker,Positive,0.375
1818,Lifeguard/Swim Instructor,Positive,0.375
1990,Medical Billing Specialist,Positive,0.375
2870,Seller,Positive,0.375
2873,Senior,Positive,0.375
270,Attendant,Positive,0.375
2064,Network Architect,Positive,0.375
2137,Operations Officer,Positive,0.375
372,Budget Analyst,Positive,0.375
2975,Senior Frontend Developer,Positive,0.375
1297,Fry Cook,Positive,0.375
2362,Procurement Analyst,Positive,0.375
1033,Drive Thru Cashier,Positive,0.375
2651,Resident Engineer,Positive,0.37499999999999994
1916,Manufacturing Associate,Positive,0.37333333333333335
2218,Patient Transporter,Positive,0.373
2030,Merchant,Positive,0.3725
3705,Validation Engineer,Positive,0.372
607,Client Executive,Positive,0.37166666666666665
2517,QA Tester,Positive,0.37166666666666665
3400,Store Supervisor,Positive,0.37
1973,Meat Wrapper,Positive,0.37
1815,Licensed Sales Producer,Positive,0.37
1510,IT Associate,Positive,0.37
1745,Lawn Technician,Positive,0.37
1257,Fraud Analyst,Positive,0.36999999999999994
687,Computer Operator,Positive,0.36833333333333335
1148,Facilities,Positive,0.36833333333333335
3730,Visual Designer,Positive,0.36750000000000005
884,Customer Support,Positive,0.36642857142857144
3110,Senior Software Development Engineer,Positive,0.3658333333333334
36,Account Specialist,Positive,0.365
2624,Remote Work From Home Jobs,Positive,0.365
3117,Senior Solution Architect,Positive,0.365
521,Catalog Specialist,Positive,0.365
3465,System Analyst,Positive,0.365
3783,Writer,Positive,0.365
784,Credentialing Specialist,Positive,0.365
222,Associate Applications Developer,Positive,0.365
635,Clinical Specialist,Positive,0.365
3063,Senior QA Analyst,Positive,0.36375
2596,Regional Director,Positive,0.36333333333333334
1577,Inbound Sales Representative,Positive,0.36333333333333334
1227,Floor Associate,Positive,0.36250000000000004
1392,Group Fitness Instructor,Positive,0.3625
427,Business Technology Analyst,Positive,0.3625
2878,Senior Actuarial Analyst,Positive,0.3625
3742,Warehouse Lead,Positive,0.3625
3604,Test Technician,Positive,0.36166666666666664
215,Assistant Team Leader,Positive,0.36000000000000004
765,Costumer Service Representative,Positive,0.36
3082,Senior Risk Analyst,Positive,0.36
1362,Graduate Mechanical Engineer,Positive,0.36
836,Customer Relations Specialist,Positive,0.36
3411,Student Ambassador,Positive,0.36
1347,Global Director,Positive,0.36
1782,Learning And Development Specialist,Positive,0.35875
440,CAD Engineer,Positive,0.35750000000000004
2743,Sales Administrator,Positive,0.3575
788,Credit Controller,Positive,0.3575
841,Customer Sales Representative,Positive,0.3575
1624,Instrument Technician,Positive,0.35666666666666663
2089,OTR Truck Driver,Positive,0.355
83,Administration Officer,Positive,0.355
3570,Technical Team Lead,Positive,0.355
714,Content Analyst,Positive,0.355
2973,Senior Financial Associate,Positive,0.355
436,C S R,Positive,0.355
1480,Human Resources Business Partner,Positive,0.3541666666666667
2274,Picker/Packer,Positive,0.35333333333333333
2735,Safety Officer,Positive,0.35250000000000004
1606,Infrastructure Specialist,Positive,0.35250000000000004
503,Caseworker,Positive,0.35250000000000004
2654,Respiratory Therapist,Positive,0.3525
2336,Principal Systems Engineer,Positive,0.3516666666666666
585,Claims Representative,Positive,0.35125
2026,Merchandising,Positive,0.35000000000000003
1804,Librarian,Positive,0.35
2564,Radiology Technologist,Positive,0.35
1598,Information Technology Analyst,Positive,0.35
2509,QA Specialist,Positive,0.35
2513,QA Test Analyst,Positive,0.35
2536,Quality Control Analyst,Positive,0.35
3763,Web Designer,Positive,0.35
706,Consulting Associate,Positive,0.35
3610,Third Key Holder,Positive,0.35
3611,Ticket Agent,Positive,0.35
2045,Module Lead,Positive,0.35
2130,Operations Coordinator,Positive,0.35
2132,Operations Director,Positive,0.35
2013,Member of Technical Staff(MTS),Positive,0.35
3614,Tier III Process Assistant,Positive,0.35
909,Data Center Engineer,Positive,0.35
875,Customer Service and Sales Representative,Positive,0.35
551,Chemical Engineer,Positive,0.35
2225,Payroll Analyst,Positive,0.35
1995,Medical Sales Representative,Positive,0.35
1349,Grad Student,Positive,0.35
899,Cybersecurity Analyst,Positive,0.35
1432,Head Office Employee,Positive,0.35
2327,Principal Applications Engineer,Positive,0.35
1835,Loan Officer,Positive,0.35
3497,Talent Sourcer,Positive,0.35
2383,Product Development,Positive,0.35
3495,Talent Advisor,Positive,0.35
487,Car Detailer,Positive,0.35
1766,Lead QA Engineer,Positive,0.35
1154,Factory Worker,Positive,0.35
3140,Senior Tax Accountant,Positive,0.35
2570,Real Time Analyst,Positive,0.35
2261,Photo Specialist,Positive,0.35
3364,Staffing Coordinator,Positive,0.35
2868,Self Checkout Host,Positive,0.35
2884,Senior Agent,Positive,0.35
3151,Senior Technical Associate,Positive,0.35
3339,Sporting Goods Sales Associate,Positive,0.35
2848,Seasonal Warehouse Associate,Positive,0.35
2800,Sales Supervisor,Positive,0.35
3164,Senior Test Automation Engineer,Positive,0.35
134,Analyst Programmer(SSE),Positive,0.35
1422,HSE Specialist,Positive,0.35
2703,SAP Basis Administrator,Positive,0.35
34,Account Representative,Positive,0.35
2827,Sandwich Maker,Positive,0.35
3573,Technical Trainer,Positive,0.34875
2289,Platform Engineer,Positive,0.34875
692,Computer Systems Analyst,Positive,0.34750000000000003
806,Customer Account Specialist,Positive,0.34750000000000003
1945,Marketing Communications Specialist,Positive,0.3475
200,Assistant Director,Positive,0.347
3665,UI Developer,Positive,0.3466666666666667
1285,Front Office Assistant,Positive,0.34500000000000003
672,Compensation Analyst,Positive,0.34500000000000003
3401,Store Team Leader,Positive,0.345
734,Control Systems Engineer,Positive,0.345
1274,Front Desk Supervisor,Positive,0.345
999,Director of Human Resources,Positive,0.345
699,Configuration Analyst,Positive,0.345
3633,Transaction Processor,Positive,0.345
1199,Finance/Accounting,Positive,0.34375
3192,Service,Positive,0.34375
2490,Project Specialist,Positive,0.3433333333333333
1091,Engineering Co,Positive,0.3425
3606,Testing Engineer,Positive,0.3425
145,Anonymous/Employee,Positive,0.3425
2486,Project Management Office (PMO),Positive,0.3425
3778,Work Study Student,Positive,0.3425
1096,Engineering Technician,Positive,0.3425
864,Customer Service Lead,Positive,0.34199999999999997
237,Associate Designer,Positive,0.34199999999999997
2328,Principal Architect,Positive,0.3416666666666666
3540,Technical Director,Positive,0.341
1018,District Sales Leader,Positive,0.34
1535,IT Operations,Positive,0.34
568,Chief Technology Officer (CTO),Positive,0.34
2032,Microbiologist,Positive,0.34
1836,Loan Servicing Specialist,Positive,0.34
2996,Senior IOS Developer,Positive,0.34
1920,Manufacturing Operator,Positive,0.34
698,Conductor,Positive,0.34
1832,Loader,Positive,0.33999999999999997
310,Back Office,Positive,0.33999999999999997
2567,Ramp Agent,Positive,0.33999999999999997
2593,Referral Coordinator,Positive,0.33999999999999997
1802,Legislative Assistant,Positive,0.33999999999999997
974,Diagnostic Medical Sonographer,Positive,0.33999999999999997
2903,Senior Business Development Executive,Positive,0.33999999999999997
2135,Operations Leader,Positive,0.33999999999999997
3683,Underwriting,Positive,0.33999999999999997
3440,Supply Chain Coordinator,Positive,0.33999999999999997
3651,Transportation Supervisor,Positive,0.3392857142857143
1716,Key Account Executive,Positive,0.33875
3449,Support,Positive,0.3383333333333334
2172,PMO Analyst,Positive,0.3383333333333333
1794,Legal,Positive,0.3383333333333333
1567,IT Systems Engineer,Positive,0.33799999999999997
2322,Pricing Analyst,Positive,0.33799999999999997
3325,Sorter,Positive,0.3375
422,Business Specialist,Positive,0.3375
454,CNC Machinist,Positive,0.3375
3217,ServiceNow Developer,Positive,0.3375
348,Benefits Specialist,Positive,0.33749999999999997
760,Cost Analyst,Positive,0.33666666666666667
3350,Staff Assistant,Positive,0.33599999999999997
610,Client Relationship Specialist,Positive,0.335
2790,Sales Operations,Positive,0.335
1797,Legal Assistant/Paralegal,Positive,0.335
2874,Senior Account Director,Positive,0.335
2954,"Senior Director, Product Management",Positive,0.335
1929,Market Development Representative,Positive,0.335
3636,Transcriptionist,Positive,0.335
1888,Maintenance Planner,Positive,0.335
3019,Senior Marketing Analyst,Positive,0.335
2237,Performance Engineer,Positive,0.33499999999999996
2309,Prefer Not To Say,Positive,0.33499999999999996
3280,Software Engineer Associate,Positive,0.33499999999999996
1605,Infrastructure Engineer,Positive,0.33499999999999996
1930,Market Development Representative (MDR),Positive,0.33499999999999996
378,Bus Operator,Positive,0.33499999999999996
2792,Sales Operations Specialist,Positive,0.33499999999999996
1975,Mechanic,Positive,0.33416666666666667
1211,Financial Planner,Positive,0.3333333333333333
2967,Senior Executive Assistant,Positive,0.3333333333333333
2583,Recruiting,Positive,0.3333333333333333
1765,Lead Engineer,Positive,0.3325
294,Automotive Technician,Positive,0.3325
1880,Mainframe Developer,Positive,0.33249999999999996
2164,Over Night Stocker,Positive,0.33166666666666667
536,Certified Nursing Assistant CNA,Positive,0.33166666666666667
3677,Undergraduate Research Assistant,Positive,0.3316666666666666
914,Data Entry,Positive,0.3314285714285714
2465,Project Analyst,Positive,0.33125
2814,Sales and Marketing,Positive,0.33
2071,Network Technician,Positive,0.33
2167,Owner,Positive,0.33
1425,Hardware Design Engineer,Positive,0.33
3291,Software Engineer(),Positive,0.33
482,Call Center Supervisor,Positive,0.33
657,Commercial Account Executive,Positive,0.33
800,Csr1,Positive,0.33
3627,Training,Positive,0.33
3342,Sr Financial Analyst,Positive,0.33
120,Aircraft Mechanic,Positive,0.33
3297,Software QA Engineer,Positive,0.32999999999999996
3000,Senior IT Auditor,Positive,0.32999999999999996
1158,Family Nurse Practitioner,Positive,0.32999999999999996
187,Assembly Worker,Positive,0.32999999999999996
3289,Software Engineer Trainee,Positive,0.32999999999999996
2981,Senior Graphic Designer,Positive,0.329
3044,Senior Process Engineer,Positive,0.32875
1733,Lab Assistant,Positive,0.32875
1334,General,Positive,0.3283333333333333
891,Cyber Security,Positive,0.3283333333333333
405,Business Director,Positive,0.3283333333333333
2658,Retail,Positive,0.3283333333333333
1635,Insurance Sales Agent,Positive,0.3283333333333333
3487,Talent Acquisition,Positive,0.32785714285714285
2003,Medical Support Assistant,Positive,0.3275
812,Customer Care Agent,Positive,0.3275
3327,Sourcer,Positive,0.3275
2302,Postdoctoral Researcher,Positive,0.3275
718,Content Moderator,Positive,0.3275
1138,Executive Secretary,Positive,0.3275
2877,Senior Accountant,Positive,0.3275
2495,Public Relations,Positive,0.32749999999999996
3255,Software Applications Engineer,Positive,0.327
1823,Line Cook/Prep Cook,Positive,0.32666666666666666
1711,Junior Trader,Positive,0.32666666666666666
408,Business Intelligence Analyst,Positive,0.326
3163,Senior Test Analyst,Positive,0.32599999999999996
2852,Security,Positive,0.32599999999999996
1740,Laboratory Technician,Positive,0.32571428571428573
2375,Product,Positive,0.32500000000000007
1458,Home Health Caregiver,Positive,0.325
2477,Project Engineer II,Positive,0.325
1275,Front End Assistant,Positive,0.325
2057,Multiple Positions,Positive,0.325
640,Cloud Support Associate,Positive,0.325
3178,Senior Web Developer,Positive,0.325
631,Clinical Pharmacist,Positive,0.325
709,Contact Center Agent,Positive,0.325
2789,Sales Officer,Positive,0.325
2806,Sales Support Coordinator,Positive,0.325
829,Customer Operations Specialist,Positive,0.325
266,Associate Test Engineer,Positive,0.325
3620,Trainee,Positive,0.325
1250,Food and Beverage Attendant,Positive,0.325
1322,GIS Technician,Positive,0.325
3274,Software Development Engineer In Test (SDET),Positive,0.325
171,Architectural Designer,Positive,0.325
2805,Sales Support Associate,Positive,0.325
3649,Transportation Specialist,Positive,0.325
2484,Project Management Analyst,Positive,0.325
1662,Inventory Coordinator,Positive,0.325
1063,Electrical Engineer I,Positive,0.325
1262,Freight Operations Supervisor,Positive,0.325
115,Agile Coach,Positive,0.325
680,Compliance Associate,Positive,0.325
2919,Senior Compliance Analyst,Positive,0.32499999999999996
1967,Materials Engineer,Positive,0.32499999999999996
2478,Project Executive,Positive,0.32499999999999996
3732,Volunteer,Positive,0.32499999999999996
3780,Workforce Management Analyst,Positive,0.32499999999999996
2759,Sales Associate/Key Holder,Positive,0.324
1697,Junior Associate,Positive,0.32399999999999995
1364,Graduate Research/Teaching Assistant,Positive,0.32375
2354,Process Technician,Positive,0.32333333333333336
371,Broker,Positive,0.3233333333333333
413,Business Operations Associate,Positive,0.3233333333333333
1074,Electronics Technician,Positive,0.323
3555,Technical Solutions Engineer,Positive,0.3225
3731,Visual Merchandiser,Positive,0.3225
981,Digital Marketing,Positive,0.3225
327,Banker,Positive,0.3225
2850,Secretary,Positive,0.3225
1351,Graduate Analyst,Positive,0.3225
3100,Senior Scientist,Positive,0.322
3684,Underwriting Assistant,Positive,0.3216666666666667
2680,Revenue Analyst,Positive,0.32166666666666666
1419,HRBP,Positive,0.32125000000000004
925,Database Administrator,Positive,0.321
170,Architect,Positive,0.32071428571428573
1982,Mechanical Engineer II,Positive,0.32
2040,Mobile Developer,Positive,0.32
1344,General Warehouse Associate,Positive,0.32
983,Digital Marketing Executive,Positive,0.32
2168,Owner Operator,Positive,0.32
3064,Senior QA Automation Engineer,Positive,0.32
1265,Front Counter,Positive,0.32
3374,Stock,Positive,0.32
581,Claims Handler,Positive,0.32
1088,Engineering,Positive,0.32
3321,Solutions Specialist,Positive,0.32
3678,Undergraduate Student,Positive,0.32
3395,Store Director,Positive,0.32
3313,Solution Architect,Positive,0.32
3749,Warehouse Operator,Positive,0.32
139,Android Developer,Positive,0.32
1481,Human Resources Business Partner HRBP,Positive,0.32
3015,Senior Legal Counsel,Positive,0.32
920,Data Science,Positive,0.32
1959,Mate,Positive,0.32
2714,SME,Positive,0.31999999999999995
689,Computer Sales Associate,Positive,0.31999999999999995
387,Business Assistant,Positive,0.31999999999999995
1954,Marketing Representative,Positive,0.31999999999999995
2372,Producer,Positive,0.3192857142857143
366,Bookkeeper,Positive,0.31875000000000003
209,Assistant Software Engineer (ASE),Positive,0.31875
1177,Field Technician,Positive,0.31875
2528,Quality Assurance Engineer,Positive,0.31857142857142856
598,Cleaner,Positive,0.31857142857142856
2437,Production Technician,Positive,0.3183333333333333
3088,Senior Sales,Positive,0.3183333333333333
94,Administrative Coordinator,Positive,0.3175
2614,Regulatory Specialist,Positive,0.3175
3004,Senior Infrastructure Engineer,Positive,0.3175
2212,Patient Registrar,Positive,0.3175
412,Business Operations Analyst,Positive,0.3175
2160,Outbound Sales Representative,Positive,0.3175
2520,Quality,Positive,0.3175
1309,Full Time,Positive,0.3175
12,ASE,Positive,0.3175
1049,Ecommerce Associate,Positive,0.3175
